id,date,Team,Opponent,Location,Game Result,Team Score,Opponent Score,Team Logo,Opponent Logo,Team Rank,Opponent Rank,Team Conf ID,Opponent Conf ID,Overall Record,Conf Record,is_conf_game,type_id,notes_headline,status_type_name,home_conference_id,home_winner,home_current_rank,home_records,away_conference_id,away_winner,away_current_rank,away_records,groups_id,groups_short_name,Team Abbreviation,Opponent Abbreviation,Team Color,Opponent Color,Team Alt Color,Opponent Alt Color,home_abbreviation,home_color,home_alternate_color,away_abbreviation,away_color,away_alternate_color,game_json_url,game_date,PBP,team_box,player_box
401818635,2025-12-13T20:00Z,Iowa,Lindenwood,Home,W,102,68,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2815.png,11,99,7,20,,,False,1,,STATUS_FINAL,7,True,11,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-1', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-0', 'type': 'vsconf'}]",20,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,IOWA,LIN,231f20,000000,fcd116,,IOWA,231f20,fcd116,LIN,000000,,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401818635.json,2025-12-13T20:00Z,True,,
401824157,2025-12-13T19:00Z,Richmond,Liberty,Away,W,76,61,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png,99,99,3,11,,,False,1,,STATUS_FINAL,11,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '6-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",3,True,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-0', 'type': 'vsconf'}]",,,RICH,LIB,9e0712,0a254e,b90b2e,b72025,LIB,0a254e,b72025,RICH,9e0712,b90b2e,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401824157.json,2025-12-13T19:00Z,True,,
401827456,2025-12-13T18:00Z,Ole Miss,Wofford,Home,W,86,52,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,17,99,23,24,,,False,1,,STATUS_FINAL,23,True,17,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-1', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",24,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '4-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,MISS,WOF,13294b,533B24,cf142b,f0f0f0,MISS,13294b,cf142b,WOF,533B24,f0f0f0,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401827456.json,2025-12-13T18:00Z,True,,
401820856,2025-12-13T17:00Z,Michigan,Akron,Home,W,85,59,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,6,99,7,14,,,False,1,,STATUS_FINAL,7,True,6,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-1', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-0', 'type': 'vsconf'}]",14,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '1-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '1-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-5', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,MICH,AKR,00274c,041e42,ffcb05,c5b783,MICH,00274c,ffcb05,AKR,041e42,c5b783,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401820856.json,2025-12-13T17:00Z,True,,
401822799,2025-12-13T02:00Z,Texas Tech,Washington State,Away,W,82,51,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,99,99,8,29,,,False,1,,STATUS_FINAL,29,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '1-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '0-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",8,True,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '11-0', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,TTU,WSU,da291c,a60f2d,000000,4d4d4d,WSU,a60f2d,4d4d4d,TTU,da291c,000000,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401822799.json,2025-12-13T02:00Z,True,,
401829552,2025-12-12T00:00Z,Oklahoma,Little Rock,Home,W,103,48,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,9,99,23,20,,,False,1,,STATUS_FINAL,23,True,9,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-1', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",20,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '3-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,OU,LR,990000,AD0000,ffffff,898d8f,OU,990000,ffffff,LR,AD0000,898d8f,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401829552.json,2025-12-12T00:00Z,True,,
401813194,2025-12-12T00:00Z,West Virginia,Georgia Tech,Home,W,82,50,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,99,99,8,2,,,False,1,,STATUS_FINAL,8,True,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",2,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '4-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,WVU,GT,eaaa00,b3a369,002855,ffffff,WVU,eaaa00,002855,GT,b3a369,ffffff,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401813194.json,2025-12-12T00:00Z,True,,
401825024,2025-12-12T00:00Z,Notre Dame,Morehead State,Home,W,97,48,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,19,99,2,20,,,False,1,,STATUS_FINAL,2,True,19,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-0', 'type': 'vsconf'}]",20,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '4-6', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,ND,MORE,062340,094FA3,c99700,fed91a,ND,062340,c99700,MORE,094FA3,fed91a,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401825024.json,2025-12-12T00:00Z,True,,
401818670,2025-12-11T23:30Z,Ohio State,Northern Kentucky,Home,W,94,62,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,https://a.espncdn.com/i/teamlogos/ncaa/500/94.png,21,99,7,45,,,False,1,,STATUS_FINAL,7,True,21,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-1', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-0', 'type': 'vsconf'}]",45,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '3-9', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-6', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-2', 'type': 'vsconf'}]",,,OSU,NKU,ba0c2f,ffc82e,a8adb4,000000,OSU,ba0c2f,a8adb4,NKU,ffc82e,000000,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401818670.json,2025-12-11T23:30Z,True,,
401817570,2025-12-11T02:00Z,Louisville,Ball State,Home,W,93,62,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,22,99,2,14,,,False,1,,STATUS_FINAL,2,True,22,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '1-0', 'type': 'vsconf'}]",14,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '8-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,LOU,BALL,c9001f,ba0c2f,ffffff,ffffff,LOU,c9001f,ffffff,BALL,ba0c2f,ffffff,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401817570.json,2025-12-11T02:00Z,True,,
401824260,2025-12-11T01:00Z,Minnesota,Alabama A&M,Home,W,82,44,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,99,99,7,26,,,False,1,,STATUS_FINAL,7,True,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '7-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-1', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-1', 'type': 'vsconf'}]",26,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '3-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '0-4', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,MINN,AAMU,5e0a2f,790000,fab41c,ffffff,MINN,5e0a2f,fab41c,AAMU,790000,ffffff,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401824260.json,2025-12-11T01:00Z,True,,
401818603,2025-12-11T00:30Z,Texas,UT Rio Grande Valley,Away,W,110,45,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,2,99,23,25,,,False,1,,STATUS_FINAL,25,False,99,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '3-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-3', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-1', 'type': 'vsconf'}]",23,True,2,"[{'abbreviation': 'Game', 'name': 'overall', 'summary': '11-0', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-0', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-0', 'type': 'road'}
 {'abbreviation': None, 'name': 'vs. Conf.', 'summary': '0-0', 'type': 'vsconf'}]",,,TEX,RGV,af5c37,dc6000,ffffff,e1732d,RGV,dc6000,e1732d,TEX,af5c37,ffffff,https://raw.githubusercontent.com/sportsdataverse/wehoop-wbb-raw/main/wbb/json/final/401818603.json,2025-12-11T00:30Z,True,,
